open_time,regime_label,close,reject_reason,specialist_pred_proba,specialist_pred_label,actual_label,threshold,band_name,band_min,band_max
2025-08-10 18:30:00,range,4167.45,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-10 19:30:00,range,4219.37,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-10 20:30:00,range,4217.94,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-10 22:30:00,range,4224.01,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-11 05:30:00,range,4262.94,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-11 19:30:00,range,4277.64,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 02:30:00,high_volatility,4219.94,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 11:30:00,range,4290.84,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 14:30:00,range,4288.01,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 15:30:00,range,4277.39,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 16:30:00,range,4290.94,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 18:30:00,range,4383.49,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 19:30:00,trend_up,4415.71,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 20:30:00,trend_up,4472.62,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 21:30:00,trend_up,4465.75,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 22:30:00,trend_up,4500.25,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-12 23:30:00,trend_up,4490.28,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 00:30:00,trend_up,4516.97,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 02:30:00,trend_up,4586.48,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 03:30:00,trend_up,4576.4,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 04:30:00,trend_up,4590.52,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 06:30:00,trend_up,4585.23,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 07:30:00,trend_up,4623.52,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 19:30:00,range,4648.35,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 20:30:00,range,4664.38,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 21:30:00,range,4700.53,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-13 23:30:00,range,4716.43,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-14 01:30:00,range,4717.58,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-14 02:30:00,range,4721.16,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-14 03:30:00,high_volatility,4734.31,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-14 05:30:00,high_volatility,4716.47,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-14 10:30:00,range,4731.74,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-14 13:30:00,range,4726.72,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-14 17:30:00,high_volatility,4567.33,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-14 18:30:00,trend_down,4612.7,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-15 02:30:00,trend_down,4477.9,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-15 03:30:00,trend_down,4531.62,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-15 04:30:00,trend_down,4546.84,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-15 05:30:00,trend_down,4562.98,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-15 06:30:00,trend_down,4604.02,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-15 23:30:00,trend_down,4396.54,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-16 00:30:00,trend_down,4383.45,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-16 01:30:00,trend_down,4425.99,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-16 02:30:00,trend_down,4428.83,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-16 04:30:00,trend_down,4439.47,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-16 11:30:00,range,4419.15,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-16 20:30:00,range,4400.42,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-16 22:30:00,range,4404.35,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-17 02:30:00,range,4408.37,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-17 08:30:00,compression,4452.77,outside_band_or_negative_prediction,6.410317170070893e-05,0.0,1.0,0.78,ge_0.78,0.78,
2025-08-17 11:30:00,range,4457.12,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-17 12:30:00,range,4467.12,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-17 13:30:00,trend_up,4535.51,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-17 23:30:00,range,4469.0,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 00:30:00,range,4459.56,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 01:30:00,range,4467.43,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 11:30:00,trend_down,4253.15,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 12:30:00,trend_down,4257.47,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 13:30:00,trend_down,4259.11,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 15:30:00,trend_down,4264.29,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 16:30:00,trend_down,4274.37,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 18:30:00,trend_down,4286.13,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 19:30:00,trend_down,4333.54,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-08-18 21:30:00,high_volatility,4320.36,non_compression_regime,,,,0.78,ge_0.78,0.78,
